Street Number,Street Name,Postal Code,Ward,Plan Number,Lot Number,Contractor,Building Type,Municipality,Description,D.U.,Value,Sq. Ft.,Permit Number,Application Type,Permit Issued Date
92  ,WINBRO PRIV ,K1V0M6,Ward 16,255,,OTTAWA STRUCTURAL RESIDENTIAL SERVICES LIMITED,Rowhouse,Old Ottawa,Interior alterations in the basement to install a footing pad for a 2 storey rowhouse unit.,0,"3,500",8,1104351,Construction, 2011-Jul-11
500  ,MILLENNIUM BLVD ,K4A4X3,Ward 19,4M-1171,,AMERESCO CANADA INC.,Institutional,Cumberland,Install a roof mounted racking system for solar panels on the existing 2 storey institutional building. (Gisele Lalonde Secondary),0,"345,000",35000,1104352,Construction, 2011-Jul-11
203  ,ST. ANDREW ST ,K1N5G5,Ward 12,42482,27,***CONTRACTOR***,Single,Old Ottawa,Interior alterations to add a secondary dwelling unit in the basement and on part of the 1st floor of a 3 storey semi-detached dwelling,1,"1,500",700,1104353,Construction, 2011-Jul-11
813  ,BORTHWICK AVE ,K1K2M5,Ward 13,343,PT 197 & 198,***CONTRACTOR***,Rowhouse,Old Ottawa,Interior alterations to add a bathroom in the basement of a 1 storey rowhouse,0,"5,000",40,1104354,Construction, 2011-Jul-11
93  ,FOREST CREEK DR ,,Ward 6,4M-794,4,POOL BUILDERS OTTAWA,Single,Goulbourn,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1104355,Pool Enclosure, 2011-Jul-11
40  ,GRIERSON LANE ,K2W1A6,Ward 5,4M-445,20,***CONTRACTOR***,Semi - Detached,Kanata,Construct a 1 storey detached dwelling with attached garage,1,"350,000",2550,1104356,Construction, 2011-Jul-11
294  ,MANOR AVE ,K1M0H4,Ward 13,M57,16,CONTRACTOR UNKNOWN,Single,Rockcliffe Park,Construct a deck in the rear yard of a 2 storey detached dwellling,0,"4,500",431,1104357,Construction, 2011-Jul-11
1774  ,WINDFLOWER WAY ,K1C5Y9,Ward 2,4M497,373  374,CAMPBELL POOLS,Single,Gloucester,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1104358,Pool Enclosure, 2011-Jul-11
11  ,SPRINGFIELD RD ,K1M1C8,Ward 13,74,5,1504101 ONTARIO LIMITED,Retail,Old Ottawa,"Tenant fit up on the ground floor of a 2 storey commercial builidng - ""new cafe""",0,"60,216",1593,1104359,Construction, 2011-Jul-11
58  ,KILBARRY CRES ,K1K0H1,Ward 13,M-85,255,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 1 storey addition and a porch at the front of a 2 storey detached dwelling,0,"6,000",591,1104360,Construction, 2011-Jul-11
307  ,KIPPEN PL ,K2J0N9,Ward 3,,100,HOLITZNER HOMES INC.,Single,Nepean,Construct a 2 storey dwelling with attached garage,1,"192,500",2562,1104361,Construction, 2011-Jul-11
302  ,KIPPEN PL ,K2J0N9,Ward 3,,95,HOLITZNER HOMES INC.,Single,Nepean,Construct a 2 storey single dwelling with attached garage,1,"156,000",2078,1104362,Construction, 2011-Jul-11
1827  ,MICKELBERRY CRES ,,Ward 19,4M-1382,40,CONTRACTOR UNKNOWN,Single,Cumberland,Interior alterations to finish the basement of a 2 storey detached dwelling,0,"5,000",398,1104365,Construction, 2011-Jul-11
1371  ,LEASIDE AVE ,K1Z7R4,Ward 16,398,18,BLACK CAT CHIMNEY SWEEPS AND RESTORATION,Single,Old Ottawa,Install a woodstove on the main floor of a 2 storey detached dwelling,0,0,0,1104366,Construction, 2011-Jul-11
3411  -27,PAUL ANKA DR ,K1V9R8,Ward 16,148,L1  U41,OAKWOOD BUILDERS,Rowhouse,Old Ottawa,Interior alterations to a 2 storey townhome,0,"18,000",1500,1104367,Construction, 2011-Jul-11
418  ,THIRD AVE ,K1S2K7,Ward 17,187277,271,OAKWOOD BUILDERS,Single,Old Ottawa,Interior alterations on the 2nd floor of a 3 storey detached dwelling,0,"20,000",107,1104369,Construction, 2011-Jul-11
8312  ,LOURDES WAY ,K0A2P0,Ward 20,4M-1141,1,***CONTRACTOR***,Detached Garage/Shed,Osgoode,Construct a detached garage in the rear yard of a 2 storey single family dwelling,0,"40,000",588,1104370,Construction, 2011-Jul-11
15  ,COWICHAN WAY ,K2H7E6,Ward 8,567909,8,CONTRACTOR UNKNOWN,Single,Nepean,Construct a 1 storey addition to the rear of a 2 storey single family dwelling ( Sunroom),0,"23,823",154,1104371,Construction, 2011-Jul-11
132  ,DALY AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
134  ,DALY AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
136  ,DALY AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
138  ,DALY AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
140  ,DALY AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
142  ,DALY AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
144  ,DALY AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
146  ,DALY AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
456  ,KING EDWARD AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
458 A ,KING EDWARD AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
458 B ,KING EDWARD AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
458 C ,KING EDWARD AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
458 D ,KING EDWARD AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
458 E ,KING EDWARD AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
458 F ,KING EDWARD AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
458 G ,KING EDWARD AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
458 H ,KING EDWARD AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
458 I ,KING EDWARD AVE ,,Ward 12,,6 & 10 & 11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey residential building with underground parking,47,"10,372,000",54101,1104372,Construction, 2011-Jul-12
20  ,BELGRAVE RD ,K1S0M1,Ward 17,M45,55 - 56,"GILMORE, SCOTT",Single,Old Ottawa,Interior alterations to finish a basement in a 2 storey detached dwelling,0,"18,000",140,1104373,Construction, 2011-Jul-12
50  ,RIDEAU ST ,K1N9J7,Ward 12,5R5671,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior fit up on the 3rd floor of a 4 storey retail building (Aeropostale) Unit 387,0,"150,000",4793,1104375,Construction, 2011-Jul-12
1496  ,CLEMENTINE BLVD ,K1H8E9,Ward 17,149,7,REVELSTOKE MANAGEMENT INC,Demolition,Old Ottawa,Demolish a 2 storey single family dwelling,-1,"6,500",-1100,1104376,Demolition, 2011-Jul-12
1500  ,CLEMENTINE BLVD ,,Ward 17,149,6,REVELSTOKE DEVELOPMENTS CORP.,Demolition,Old Ottawa,Demolish a 2 storey single family dwelling,-1,"6,500",-1500,1104377,Demolition, 2011-Jul-12
1506  ,CLEMENTINE BLVD ,,Ward 17,149,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,"Construct a block of 4, 3 storey rowhouses with attached garage",4,"526,225",6750,1104378,Construction, 2011-Jul-12
1508  ,CLEMENTINE BLVD ,,Ward 17,149,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,"Construct a block of 4, 3 storey rowhouses with attached garage",4,"526,225",6750,1104378,Construction, 2011-Jul-12
1510  ,CLEMENTINE BLVD ,,Ward 17,149,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,"Construct a block of 4, 3 storey rowhouses with attached garage",4,"526,225",6750,1104378,Construction, 2011-Jul-12
1512  ,CLEMENTINE BLVD ,,Ward 17,149,6,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,"Construct a block of 4, 3 storey rowhouses with attached garage",4,"526,225",6750,1104378,Construction, 2011-Jul-12
100  ,FRASER FIELDS WAY ,K2J0N7,Ward 3,4M-610,125,TARTAN HOMES CORPORATION,Semi - Detached,Nepean,Construct a 2 storey semi detached dwelling with attached garages,2,"350,593",4723,1104379,Construction, 2011-Jul-12
102  ,FRASER FIELDS WAY ,K2J0N7,Ward 3,4M-610,125,TARTAN HOMES CORPORATION,Semi - Detached,Nepean,Construct a 2 storey semi detached dwelling with attached garages,2,"350,593",4723,1104379,Construction, 2011-Jul-12
14  ,GORDON ST ,K1S4C8,Ward 17,33446,8,***CONTRACTOR***,Single,Old Ottawa,Enclosure of a hot tub in the rear yard of a detached dwelling,0,0,0,1104380,Pool Enclosure, 2011-Jul-12
55 1 ,FORTUNE ST ,K0A2Z0,Ward 21,4M-,,ONTARIO ENVIRONMENTAL RESTORATION,Single,Goulbourn,Interior alterations to remediate oil spill under the footings of a 2 storey detached dwelling.,0,"20,000",0,1104381,Construction, 2011-Jul-12
1129  ,ROCKINGHAM AVE ,,Ward 17,149,5,"GIAMBERARDINO, ROCCO",Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses with attached garages",6,"711,700",9156,1104382,Construction, 2011-Jul-12
1131  ,ROCKINGHAM AVE ,,Ward 17,149,5,"GIAMBERARDINO, ROCCO",Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses with attached garages",6,"711,700",9156,1104382,Construction, 2011-Jul-12
1133  ,ROCKINGHAM AVE ,,Ward 17,149,5,"GIAMBERARDINO, ROCCO",Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses with attached garages",6,"711,700",9156,1104382,Construction, 2011-Jul-12
1135  ,ROCKINGHAM AVE ,,Ward 17,149,5,"GIAMBERARDINO, ROCCO",Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses with attached garages",6,"711,700",9156,1104382,Construction, 2011-Jul-12
1137  ,ROCKINGHAM AVE ,,Ward 17,149,5,"GIAMBERARDINO, ROCCO",Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses with attached garages",6,"711,700",9156,1104382,Construction, 2011-Jul-12
1139  ,ROCKINGHAM AVE ,,Ward 17,149,5,"GIAMBERARDINO, ROCCO",Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses with attached garages",6,"711,700",9156,1104382,Construction, 2011-Jul-12
931  ,COMO CRES ,K4A3Z7,Ward 1,4M-988,51,MERMAID POOLS,Single,Cumberland,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104383,Pool Enclosure, 2011-Jul-12
131  ,HOLLAND AVE ,K1Y3A2,Ward 15,157,1555 1557,DOMICILE DEVELOPMENTS INC.,Apartment,Old Ottawa,"EXCAVATION, SHORING AND FOUNDATION PERMIT ONLY: for an eight storey residential building with 3 levels of underground parking",72,"1,400,000",35920,1104384,Construction, 2011-Jul-12
25  ,HOLLAND AVE ,K1Y4R9,Ward 15,,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the 2nd floor of a 2 storey commercial building (Apption),0,"151,448",6884,1104385,Construction, 2011-Jul-12
466  ,KENWOOD AVE ,K2A0K9,Ward 15,283,10 & 211,CONTRACTOR UNKNOWN,Single,Old Ottawa,Remove a porch and replace with a 1 storey addition at the rear of a 2 storey detached dwelling,0,"15,000",103,1104386,Construction, 2011-Jul-12
800  ,KING EDWARD AVE ,K1N6N5,Ward 12,,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Interior alterations to the 1st floor of a 6 storey institutional building (University of Ottawa - S.I.T.E. Building, Unit 102)",0,"150,000",1615,1104387,Construction, 2011-Jul-12
4849  ,WHISPERING WILLOW DR ,K4B1J1,Ward 19,50R-6367,18,CAMPBELL POOLS,Single,Cumberland,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104388,Pool Enclosure, 2011-Jul-12
272  ,DALHOUSIE ST ,K1N7E6,Ward 12,42482,15-16,CLAUDE LAUZON CONSTRUCTION,Mixed,Old Ottawa,PLUMBING PERMIT ONLY -  Repairs to existing plumbing in a 3 storey commercial building. (Hokkaieo Sushi),0,0,0,1104389,Construction, 2011-Jul-12
43  ,BOREALIS CRES ,K1K4T4,Ward 13,4M-1120,119,KOLA ENTERPRISES,Single,Old Ottawa,Exterior alterations to install 52 solar panels on top of a 1 storey single family dwelling,0,"6,000",915,1104390,Construction, 2011-Jul-12
1 B ,HARNESS LANE ,K2M1E1,Ward 23,,unit 102,RIVERPARK CONSTRUCTION LTD.,Stacked Rowhouse,Kanata,Interior alteration to remove load bearing corner wall in the kitchen of a 2 storey stacked rowhouse,0,"7,000",72,1104391,Construction, 2011-Jul-12
82  ,FOURTH AVE ,K1S2L2,Ward 17,35085,32,GORDON & MCGOVERN,Single,Old Ottawa,Construct a deck in the rear yard of a 2 1/2 storey detached dwelling,0,"10,000",108,1104392,Construction, 2011-Jul-12
1676  ,DES BROUSSAILLES TER ,K1C5S6,Ward 2,4M-442,10,"LALONDE, GERRY",Single,Gloucester,Construct an addition and a deck at the rear of a detached dwelling,0,"15,000",120,1104393,Construction, 2011-Jul-12
95  ,HINES RD ,K2K2M5,Ward 4,,9,CONTRACTOR UNKNOWN,Office,Kanata,Tenant fit-up in a 1 storey commercial building(Flexus),0,"100,000",8999,1104394,Construction, 2011-Jul-12
1200  ,ST. LAURENT BLVD ,K1K4K9,Ward 13,,747,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations in a 2 storey commerical building (Claire's-unit 226),0,"80,000",1225,1104395,Construction, 2011-Jul-12
6067  ,MEADOWGLEN DR ,K1C5S4,Ward 2,4M-427,345,CONTRACTOR UNKNOWN,Single,Gloucester,Enclosure of a hot tub in the rear yard of a detached dwelling,0,0,0,1104396,Pool Enclosure, 2011-Jul-12
516  ,COLE AVE ,K2A2B3,Ward 15,235,21,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Interior alterations on all floors of a 2 storey semi-detached dwelling,0,"35,000",1615,1104397,Construction, 2011-Jul-12
813  ,PINNACLE ST ,K4A0L6,Ward 19,4M-1382,122,CLUB PISCINE,Single,Cumberland,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104398,Pool Enclosure, 2011-Jul-12
512  ,COLE AVE ,K2A2B3,Ward 15,235,21,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Interior alterations on all floors of a 2 storey semi detached dwelling,0,"35,000",1615,1104399,Construction, 2011-Jul-12
2465  ,TUPPER AVE ,K1G1G6,Ward 18,M-102,252,RONA,Single,Old Ottawa,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104400,Pool Enclosure, 2011-Jul-12
120  ,HILLMAN MARSH WAY ,K1T0B1,Ward 22,4M-1321,89,MERMAID POOLS (MERIVALE),Single,Gloucester,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1104401,Pool Enclosure, 2011-Jul-12
3041  ,PIERCE RD ,K0A2T0,Ward 21,,6,CONTRACTOR UNKNOWN,Single,Rideau,"Construct a 1 storey addition, an attached 2 car garage, and a 3 season sunroom at the side of a 1 storey detached dwelling",0,"200,000",1686,1104402,Construction, 2011-Jul-12
25  ,SHETLAND WAY ,K2M1S1,Ward 23,4M514,65,CONTRACTOR UNKNOWN,Single,Kanata,Construct a deck in the rear yard of a 2 storey detached dwelling,0,"2,630",264,1104403,Construction, 2011-Jul-12
2191  ,DESCARTES ST ,,Ward 19,4M-1418,,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Rowhouse,Cumberland,"Construct a block of 6, 2 storey rowhouses with attached garages - Models: Sandalwood and Briarwood",6,"770,100",12468,1104404,Construction, 2011-Jul-12
2193  ,DESCARTES ST ,,Ward 19,4M-1418,,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Rowhouse,Cumberland,"Construct a block of 6, 2 storey rowhouses with attached garages - Models: Sandalwood and Briarwood",6,"770,100",12468,1104404,Construction, 2011-Jul-12
2195  ,DESCARTES ST ,,Ward 19,4M-1418,,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Rowhouse,Cumberland,"Construct a block of 6, 2 storey rowhouses with attached garages - Models: Sandalwood and Briarwood",6,"770,100",12468,1104404,Construction, 2011-Jul-12
2197  ,DESCARTES ST ,,Ward 19,4M-1418,,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Rowhouse,Cumberland,"Construct a block of 6, 2 storey rowhouses with attached garages - Models: Sandalwood and Briarwood",6,"770,100",12468,1104404,Construction, 2011-Jul-12
2199  ,DESCARTES ST ,,Ward 19,4M-1418,,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Rowhouse,Cumberland,"Construct a block of 6, 2 storey rowhouses with attached garages - Models: Sandalwood and Briarwood",6,"770,100",12468,1104404,Construction, 2011-Jul-12
2201  ,DESCARTES ST ,,Ward 19,4M-1418,,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Rowhouse,Cumberland,"Construct a block of 6, 2 storey rowhouses with attached garages - Models: Sandalwood and Briarwood",6,"770,100",12468,1104404,Construction, 2011-Jul-12
100  ,BRANTHAVEN ST ,K4A0G5,Ward 19,4M-1312,54,***CONTRACTOR***,Single,Cumberland,Interior alterations to finish the basement of a detached dwelling,0,"20,000",900,1104405,Construction, 2011-Jul-12
40  ,RANGE RD ,K1N8J4,Ward 12,15632,,EMPIRE DECKS AND FENCES,Single,Old Ottawa,Construct a deck at the rear of a 2 storey detached dwelling,0,"6,000",323,1104406,Construction, 2011-Jul-12
2960  ,RIVERSIDE DR ,,Ward 16,66,47 to 50,PARTY TIME RENTALS / LABELLE TENTS,Retail,Old Ottawa,TEMPORARY PERMIT-  Erect  temporary tents for a special event (Hope Volleyball),0,"4,875",5039,1104407,Construction, 2011-Jul-12
32  ,KIMINI DR ,K2S1S6,Ward 21,4M-590,8,***CONTRACTOR***,Single,Goulbourn,Construct an addition at the rear of a 1 storey detached dwelling (sun porch/covered deck),0,"12,000",251,1104408,Construction, 2011-Jul-12
2500  -200,PALLADIUM DR ,K2V1E2,Ward 6,"4M-690
",,BBS CONSTRUCTION (ONTARIO) LTD.,Retail,West Carleton,Interior alterations on the 1st floor of a 2 storey commercial building (GM New Image Program 2011),0,"200,000",161,1104409,Construction, 2011-Jul-12
2500  -400,PALLADIUM DR ,K2V1E2,Ward 6,690,,BBS CONSTRUCTION (ONTARIO) LTD.,Retail,West Carleton,Exterior alterations to create a new storefront on a 2 storey commercial building. (Myers Kanata Hyundai),0,"200,000",0,1104410,Construction, 2011-Jul-12
121  ,ROCHESTER ST ,K1R7L9,Ward 14,13,90,ASBEX LTD,Semi - Detached,Old Ottawa,Remediation of a marijuana grow op in a 2 storey semi-detached dwelling,0,"14,500",1100,1104411,Construction, 2011-Jul-12
21  ,ST. CLAIRE AVE ,K2G1Z8,Ward 8,375,1647-1650,CONTRACTOR UNKNOWN,Demolition,Nepean,Demolish a 2 storey detached dwelling related to a marijuana grow operation,-1,"5,000",-900,1104412,Demolition, 2011-Jul-12
150  ,MANN AVE ,K1N8P4,Ward 12,,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Install a generator at the rear of a 3 storey institutional building (Centre Youville Centre),0,"50,000",188,1104413,Construction, 2011-Jul-12
1980  ,OGILVIE RD ,K1J9L3,Ward 11,4M648,,CONTRACTOR UNKNOWN,Office,Gloucester,"Interior alterations on the 2nd floor of a 2 storey commercial building (First Capital Realty, Unit 212)",0,"75,000",2300,1104414,Construction, 2011-Jul-12
696  ,GOLDEN AVE ,K2A2G2,Ward 15,401782,36 & 37,***CONTRACTOR***,Single,Old Ottawa,Interior alterations to finish the basement in a detached dwelling,0,"12,000",743,1104415,Construction, 2011-Jul-12
15  ,MALCOLM PL ,K2G1P6,Ward 8,,32,***CONTRACTOR***,Single,Nepean,Construct a 1 storey addition at the rear of a 1 storey detached dwelling,0,"94,755",1238,1104416,Construction, 2011-Jul-12
191  ,BREEZEHILL AVE N,K1Y2J1,Ward 15,92 1/2,34,LUCAS CONTRACTING,Semi - Detached,Old Ottawa,Interior alteration to a 2 storey semi-detached dwelling,0,"2,500",6,1104417,Construction, 2011-Jul-12
300  ,LISGAR ST ,K2P0E2,Ward 14,12281,37 - 38,BASSI CONSTRUCTION & MASONRY LTD.,Demolition,Old Ottawa,Demolish a 2 storey commercial building superstructure (foundation to remain),0,"60,000",-18169,1104418,Demolition, 2011-Jul-13
1604  ,OLD WELLINGTON ST ,,Ward 21,,23,ARCAND PARTY TENTS,Other,Rideau,TEMPORARY PERMIT: Erect  temporary tents (1-223 m2 & 3-37 m2) for special event - Kars Fair - Dog Show,0,"2,500",0,1104419,Construction, 2011-Jul-13
